"faultid","subcatcode","refsubsystem","faultcode","faultnumber","faults","repairtimeh","repairtimem","remarks","nooftrademen","workdone","critical","scheduled","disable"
"796","910.0","79.0","19.0","B00004019","REVERSE LIGHT N/W","1.0","30.0","NaN","1.0","NaN","0","1","0"
"797","910.0","79.0","20.0","B00004020","Ign Sys Faulty  (ELECT) B00005020","1.0","30.0","NaN","1.0","NaN","0","1","0"
"798","910.0","79.0","21.0","B00004021","Head light not glowing  (ELECT) B00005021","2.0","0.0","NaN","1.0","NaN","0","1","0"
"799","910.0","79.0","22.0","B00004022","Loom short/perished (ELECT) B00005022","2.0","30.0","all types of loom, wiring related defects, burnt wire, loose loom, insulation worn out","1.0","NaN","0","1","0"
"800","910.0","79.0","23.0","B00004023","Main Switch N/W  (ELECT) B00005023","0.0","30.0","NaN","1.0","NaN","0","1","0"
"801","910.0","79.0","24.0","B00004024","Rotary Switch N/W  (ELECT) B00005024","0.0","30.0","NaN","1.0","NaN","0","1","0"
"802","910.0","79.0","25.0","B00004025","Rotor Assy Burnt  (ELECT) B00005025","2.0","30.0","NaN","1.0","NaN","0","1","0"
"803","910.0","79.0","26.0","B00004026","Self Starter Assy Burnt (ELECT) B00005026","3.0","30.0","NaN","1.0","NaN","1","1","0"
"804","910.0","79.0","27.0","B00004027","Self Starter N/W  (ELECT) B00005027","2.0","30.0","NaN","1.0","NaN","0","1","0"
"805","910.0","79.0","28.0","B00004028","Solenoid N/W  (ELECT) B00004028","1.0","30.0","NaN","1.0","NaN","0","1","0"
"806","910.0","79.0","29.0","B00004029","Spark Plug N/W (ELECT) B00005029","0.0","30.0","NaN","1.0","NaN","0","1","0"
"807","910.0","79.0","30.0","B00004030","Wiper N/W  (ELECT) B00005030","0.0","30.0","NaN","1.0","NaN","0","1","0"
"808","910.0","80.0","1.0","B00006001","Accelerator cable bkn (ENG) B00006001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"809","910.0","80.0","2.0","B00006002","Air lock (ENG) B00006002","0.0","45.0","NaN","1.0","NaN","0","1","0"
"810","910.0","80.0","3.0","B00006003","Big end bearing shells W/O and crank pin scored  (ENG) B00006003","3.0","30.0","NaN","1.0","NaN","0","1","0"
"811","910.0","80.0","4.0","B00006004","Cam shaft Gear wheel teeth W/O (ENG) B00006004","3.0","30.0","NaN","1.0","NaN","0","1","0"
"812","910.0","80.0","5.0","B00006005","Idle Speed Check (ENG) B00006005","0.0","30.0","NaN","1.0","NaN","0","2","0"
"813","910.0","80.0","6.0","B00006006","Compression Poor  (ENG) B00006006","3.0","30.0","NaN","1.0","NaN","0","1","0"
"814","910.0","80.0","7.0","B00006007","Crank Shaft Gear W/O (ENG) B00006007","3.0","30.0","NaN","1.0","NaN","0","1","0"
"815","910.0","80.0","8.0","B00006008","Cyl head cracked  (ENG) B00006008","4.0","30.0","NaN","1.0","NaN","1","1","0"
"816","910.0","80.0","9.0","B00006009","Eng suspected noisy (ENG) B00006009","1.0","30.0","NaN","1.0","NaN","0","1","0"
"817","910.0","80.0","10.0","B00006010","Engine blow by action due to piston ring W/O (ENG) B00006010","3.0","30.0","NaN","1.0","NaN","0","1","0"
"818","910.0","80.0","11.0","B00006011","Engine Knocking  (ENG) B00006011","4.0","30.0","NaN","1.0","NaN","1","1","0"
"819","910.0","80.0","12.0","B00006012","Engine out put Shaft Brg Melted  (ENG) B00006012","10.0","30.0","NaN","1.0","NaN","1","1","0"
"820","910.0","80.0","13.0","B00006013","Engine Overheating  (ENG) B00006013","2.0","30.0","NaN","1.0","NaN","0","1","0"
"821","910.0","80.0","14.0","B00006014","Engine seize (ENG) B00006014","10.0","30.0","NaN","1.0","NaN","1","1","0"
"822","910.0","80.0","15.0","B00006015","Fan belt bkn/noisy/loose/slipping  (ENG) B00006015","1.0","30.0","all fanbelt related problems","1.0","NaN","0","1","0"
"823","910.0","80.0","16.0","B00006016","Gudgeon pin bkn  (ENG) B00006016","0.0","30.0","repeat","1.0","NaN","0","1","1"
"824","910.0","80.0","17.0","B00006017","Eng Oil Dilution  (ENG) B00006017","3.0","30.0","NaN","1.0","NaN","1","1","0"
"825","910.0","80.0","18.0","B00006018","Mounting pad bkn/loose/change (ENG) B00006018","4.0","30.0","NaN","3.0","NaN","0","1","0"
"928","910.0","90.0","39.0","B00016039","Shifter lock Spring Bkn  (TXN) B00016039","0.0","30.0","NaN","1.0","NaN","0","1","0"
"826","910.0","80.0","19.0","B00006019","No 3 & 4 Cyl Inlet valve & exhaust valve push rod bend. (ENG) B00006019","0.0","30.0","NaN","1.0","NaN","0","1","1"
"827","910.0","80.0","20.0","B00006020","OIL FILTER UNSV","1.0","30.0","NaN","1.0","NaN","0","1","1"
"828","910.0","80.0","21.0","B00006021","No 6 & 8 Cyl Inlet valve & exhaust valve push rod bend (ENG) B00006021","0.0","30.0","NaN","1.0","NaN","0","1","1"
"829","910.0","80.0","22.0","B00006022","Rocker arm Not functional (ENG) B00006022","1.0","0.0","NaN","1.0","NaN","0","1","0"
"830","910.0","80.0","23.0","B00006023","Sealing ring W/O (ENG) B00006023","1.0","30.0","NaN","1.0","NaN","0","1","0"
"831","910.0","80.0","24.0","B00006024","Slippage of disk resulting in excessive metal wear  (ENG) B00006024","0.0","30.0","NaN","1.0","NaN","0","1","1"
"832","910.0","80.0","25.0","B00006025","Oil pressure not built-up (ENG) B00006025","2.0","30.0","NaN","1.0","NaN","0","1","0"
"833","910.0","80.0","26.0","B00006026","Water mixed with engine oil (ENG) B00006026","2.0","30.0","NaN","1.0","NaN","0","1","0"
"834","910.0","81.0","1.0","B00007001","Cylinder head over heating due to ERCH N/W (ERCH) B00007001","2.0","30.0","NaN","1.0","NaN","0","1","0"
"835","910.0","82.0","1.0","B00008001","Engine Starting Trouble (FIP) B00008001","1.0","30.0","NaN","1.0","NaN","0","1","0"
"836","910.0","82.0","2.0","B00008002","Pulling Power Weak (FIP) B00008002","2.0","30.0","due to FIP fuel system","1.0","NaN","0","1","0"
"837","910.0","82.0","3.0","B00008003","Injector Nozzle sticky (FIP) B00080003","1.0","30.0","NaN","1.0","NaN","0","1","0"
"838","910.0","83.0","1.0","B00009001","Eng pulling power weak  (FUEL) B00009001","1.0","30.0","NaN","1.0","NaN","0","1","0"
"839","910.0","83.0","2.0","B00009002","Air fuel mixture lean (FUEL) B00009002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"840","910.0","83.0","3.0","B00009003","Carburetor faulty  (FUEL) B00009003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"841","910.0","83.0","4.0","B00009004","Distributor cap crack  (FUEL) B00009004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"842","910.0","83.0","5.0","B00009005","Fuel Filter Choked  (FUEL) B00009005","1.0","30.0","NaN","1.0","NaN","0","1","0"
"843","910.0","83.0","6.0","B00009006","Fuel gauge N/W  (FUEL) B00009006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"844","910.0","83.0","7.0","B00009007","Fuel pump pressure low (FUEL) B00009007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"845","910.0","83.0","8.0","B00009008","Fuel sys clogged (FUEL) B00009008","1.0","30.0","NaN","1.0","NaN","0","1","0"
"846","910.0","83.0","9.0","B00009009","Eng Oil Grade Improper (FUEL) B00009009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"847","910.0","83.0","10.0","B00009010","Lub Oil Level Low (FUEL) B00009010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"848","910.0","83.0","11.0","B00009011","Needle brg W/O (FUEL) B00009011","2.0","30.0","NaN","1.0","NaN","0","1","0"
"849","910.0","83.0","12.0","B00009012","Oil Level Low  (FUEL) B00009012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"850","910.0","84.0","1.0","B00010001","Eng oil pressure low (LUB) B00010001","2.0","30.0","NaN","1.0","NaN","0","1","0"
"851","910.0","84.0","2.0","B00010002","Eng oil change due  (LUB) B00010002","1.0","30.0","NaN","1.0","NaN","0","2","0"
"852","910.0","84.0","3.0","B00010003","Engine oil being thrown out from exhaust manifold (LUB) B00010003","2.0","30.0","oil in exhaust","1.0","NaN","0","1","0"
"853","910.0","84.0","4.0","B00010004","Exhaust valve & Inlet Valve bkn (LUB) B00010004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"854","910.0","84.0","5.0","B00010005","Insufficient Lub in Brg (LUB) B00010005","1.0","0.0","NaN","1.0","NaN","0","1","0"
"855","910.0","84.0","6.0","B00010006","Oil filter Unsv (LUB) B00010006","1.0","30.0","NaN","1.0","NaN","0","1","0"
"856","910.0","84.0","7.0","B00010007","Oil leaking from 1&3 Cyl (LUB) B00010007","0.0","30.0","NaN","1.0","NaN","0","1","1"
"857","910.0","84.0","8.0","B00010008","Oil leaking from No 1 & 8 Cyl Push Rod seal & tappet head cover.  (LUB) B00010008","0.0","30.0","NaN","1.0","NaN","0","1","1"
"858","910.0","84.0","9.0","B00010009","Oil leaking from No 1,2,3,4,6, & 8 cyl push rod seal and tappet head cover. (LUB) B00010009","0.0","30.0","NaN","1.0","NaN","0","1","1"
"859","910.0","84.0","10.0","B00010010","Oil leaking from No 4 Cyl push rod. Oil is also mixing with diesel.  (LUB) B00010010","0.0","30.0","NaN","1.0","NaN","0","1","1"
"860","910.0","84.0","11.0","B00010011","Oil leaking from No 8 Cyl push rod seal and tappet cover. (LUB) B00010011","0.0","30.0","NaN","1.0","NaN","0","1","1"
"861","910.0","84.0","12.0","B00010012","Oil Pump drive gear teeth W/O  (LUB) B00010012","2.0","30.0","NaN","1.0","NaN","0","1","0"
"862","910.0","85.0","1.0","B00011001","Ancy work  (MISC) B00011001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"863","910.0","85.0","2.0","B00011002","Silencer/Muffler box/Catalytic Converter/exhaust pipe leaking/bkn (MISC) B00011002","1.0","30.0","all related defects like loose, hanging, choked will be covered. Problems related to Catalytic convertor or emission control sys are also covered here.","1.0","NaN","0","1","0"
"864","910.0","85.0","3.0","B00011003","Documentation (MISC) B00011003","0.0","30.0","DOCUMENTATION UP TO DATE","1.0","DOCUMENTATION UP TO DATE","0","1","0"
"865","910.0","85.0","4.0","B00011004","Hand grip/Handle perished  (MISC) B00011004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"866","910.0","85.0","5.0","B00011005","Hub greasing due (MISC) B00011005","2.0","30.0","NaN","1.0","NaN","0","2","0"
"867","910.0","85.0","6.0","B00011006","Inspection  (MISC) B00011006","2.0","30.0","NaN","1.0","NaN","0","2","0"
"868","910.0","85.0","7.0","B00011007","KPL test  (MISC) B00011007","1.0","30.0","KPL TEST CARRIED OUT AND VEH ACHIEVED      KMPL VIDE EMERs VG/A 265 NO 1 ISSUE 5 DT MAY 15","1.0","KPL TEST CARRIED OUT AND VEH ACHIEVED      KMPL VIDE EMERs VG/A 265 NO 1 ISSUE 5 DT MAY 15","0","2","0"
"869","910.0","85.0","8.0","B00011008","MISC - Long road test (MISC) B00011008","2.0","30.0","NaN","1.0","NaN","0","1","0"
"870","910.0","85.0","9.0","B00011009","Misc Repair (MISC) B00011009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"871","910.0","85.0","10.0","B00011010","Modification  (MISC) B00011010","6.0","30.0","NaN","1.0","NaN","0","1","0"
"872","910.0","85.0","11.0","B00011011","Other Defect  (MISC) B00011011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"873","910.0","85.0","12.0","B00011012","Other Defect  (MISC) B00011012","0.0","30.0","repeat","1.0","NaN","0","1","1"
"874","910.0","85.0","13.0","B00011013","POLLUTION CHECK (MISC) B00011013","2.0","30.0","NaN","1.0","NaN","0","1","0"
"875","910.0","85.0","14.0","B00011014","Wind screen glass bkn/cracked  (MISC) B00011014","2.0","30.0","NaN","1.0","NaN","0","1","0"
"876","910.0","86.0","1.0","B00012001","Air passage blocked due to bending of hose (PNEUMATIC SYS) B00012001","1.0","30.0","NaN","1.0","NaN","0","1","0"
"877","910.0","86.0","2.0","B00012002","Pneumatic Sys faulty (PNEUMATIC SYS) B00012002","2.0","30.0","NaN","1.0","NaN","0","1","0"
"878","910.0","86.0","3.0","B00012003","Blocking valve thread W/O (PNEUMATIC SYS) B00012003","2.0","30.0","NaN","1.0","NaN","0","1","0"
"879","910.0","87.0","1.0","B00013001","Excessive wear of tyres/Wheel Alignment/Toe in/out (STEERING) B00013001","1.0","30.0","caster/ cam adjustment, wheel alignment","1.0","NaN","0","1","0"
"880","910.0","87.0","2.0","B00013002","Steering gear box noisy  (STEERING) B00013002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"881","910.0","87.0","3.0","B00013003","Steering wobbling (STEERING) B00013003","2.0","30.0","NaN","1.0","NaN","0","1","0"
"882","910.0","88.0","1.0","B00014001","Gear box pipe bkn (STEERING BOOSTER) B00014001","1.0","30.0","NaN","1.0","NaN","1","1","0"
"883","910.0","88.0","2.0","B00014002","Pull and Push rod thread W/O (STEERING BOOSTER) B00014002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"884","910.0","88.0","3.0","B00014003","Steering booster N/W (STEERING BOOSTER) B00014003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"885","910.0","88.0","4.0","B00014004","Steering Hard/Excessive free play (STEERING BOOSTER) B00014004","1.0","30.0","NaN","1.0","NaN","0","1","0"
"886","910.0","88.0","5.0","B00014005","Steering hard in slow running & turning condition. (STEERING BOOSTER) B00014005","1.0","30.0","NaN","1.0","NaN","0","1","0"
"887","910.0","88.0","6.0","B00014006","Stg pump gear teeth W/O (STEERING BOOSTER) B00014006","1.0","30.0","NaN","1.0","NaN","0","1","0"
"888","910.0","88.0","7.0","B00014007","Vehicle pulling to a side above certain speed. (STEERING BOOSTER) B00014007","1.0","30.0","sometimes above 50 kmph speed","1.0","NaN","0","1","0"
"889","910.0","89.0","1.0","B00015001","Turbo charger oil leakage  (TURBO CHARGER) B00015001","2.0","30.0","NaN","1.0","NaN","1","1","0"
"890","910.0","90.0","1.0","B00016001","Clutch defective/cable bkn  (TXN) B00016001","0.0","45.0","all problems related to clutch pedal , cable (rusted/loose/play adjustment/broken) are covered","1.0","NaN","0","1","0"
"891","910.0","90.0","2.0","B00016002","4x4 Cable Bkn  (TXN) B00016002","1.0","30.0","NaN","1.0","NaN","0","1","0"
"892","910.0","90.0","3.0","B00016003","4x4 Solinoid Switch N/W  (TXN) B00016003","1.0","30.0","NaN","1.0","NaN","0","1","0"
"893","910.0","90.0","4.0","B00016004","8x8 Gear N/W (TXN) B00016004","3.0","30.0","NaN","1.0","NaN","0","1","0"
"894","910.0","90.0","5.0","B00016005","Accelerator cable bkn  (TXN) B00016005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"895","910.0","90.0","6.0","B00016006","Axle Shaft Bkn (TXN) B00016006","2.0","30.0","NaN","1.0","NaN","1","1","0"
"896","910.0","90.0","7.0","B00016007","Clutch housing output shaft thread W/O (TXN) B00016007","1.0","30.0","NaN","1.0","NaN","0","1","0"
"897","910.0","90.0","8.0","B00016008","Clutch main cyl N/W (TXN) B00016008","2.0","30.0","NaN","1.0","NaN","0","1","0"
"898","910.0","90.0","9.0","B00016009","Clutch Plate Spring Bkn (TXN) B00016009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"899","910.0","90.0","10.0","B00016010","Clutch plate W/O/bkn  (TXN) B00016010","2.0","30.0","NaN","1.0","NaN","0","1","0"
"900","910.0","90.0","11.0","B00016011","Clutch Hard (TXN) B00016011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"901","910.0","90.0","12.0","B00016012","Crown Wheel Misaligned (TXN) B00016012","1.0","30.0","NaN","1.0","NaN","0","1","0"
"902","910.0","90.0","13.0","B00016013","Crown Wheel Teeth  W/O  (TXN) B00016013","3.0","30.0","NaN","1.0","NaN","0","1","0"
"903","910.0","90.0","14.0","B00016014","SPEEDOMETER CABLE UNSV","1.0","30.0","NaN","1.0","NaN","0","1","0"
"904","910.0","90.0","15.0","B00016015","Excessive End play  (TXN) B00016015","1.0","30.0","NaN","1.0","NaN","0","1","0"
"905","910.0","90.0","16.0","B00016016","F/R Axle noisy (TXN) B00016016","2.0","30.0","NaN","1.0","NaN","0","1","0"
"906","910.0","90.0","17.0","B00016017","Gear Engage in neutral position  (TXN) B00016017","2.0","30.0","NaN","1.0","NaN","0","1","0"
"907","910.0","90.0","18.0","B00016018","Gear Teeth Damaged  (TXN) B00016018","2.0","30.0","NaN","1.0","NaN","0","1","0"
"908","910.0","90.0","19.0","B00016019","Hanger yoke bkn  (TXN) B00016019","0.0","30.0","NaN","1.0","NaN","0","1","1"
"909","910.0","90.0","20.0","B00016020","Housing stud Bkn in side the housing  (TXN) B00016020","1.0","30.0","NaN","1.0","NaN","0","1","0"
"910","910.0","90.0","21.0","B00016021","Hub brg W/O (TXN) B00016021","1.0","30.0","NaN","1.0","NaN","0","1","0"
"911","910.0","90.0","22.0","B00016022","Hub Catch Plate W/O  (TXN) B00016022","1.0","30.0","NaN","1.0","NaN","0","1","0"
"912","910.0","90.0","23.0","B00016023","Hub plate mtg bolt Bkn (TXN) B00016023","0.0","30.0","NaN","1.0","NaN","0","1","0"
"913","910.0","90.0","24.0","B00016024","Hub Seal W/O  (TXN) B00016024","1.0","30.0","NaN","1.0","NaN","0","1","0"
"914","910.0","90.0","25.0","B00016025","Improper alignment of Gear Box (TXN) B00016025","0.0","30.0","NaN","1.0","NaN","0","1","0"
"915","910.0","90.0","26.0","B00016026","Km head N/W  (TXN) B00016026","0.0","30.0","NaN","1.0","NaN","0","1","0"
"916","910.0","90.0","27.0","B00016027","Main gear box noisy (TXN) B00016027","1.0","30.0","NaN","1.0","NaN","0","1","0"
"917","910.0","90.0","28.0","B00016028","Main Shaft Brg W/O (TXN) B00016028","1.0","30.0","NaN","1.0","NaN","0","1","0"
"918","910.0","90.0","29.0","B00016029","GEAR SHIFITING HARD (TXN) B00016029","2.0","30.0","NaN","1.0","NaN","0","1","0"
"919","910.0","90.0","30.0","B00016030","Oil Seal leaking (TXN) B00016030","1.0","0.0","NaN","1.0","NaN","0","1","0"
"920","910.0","90.0","31.0","B00016031","Out Put Shaft Brg melted (TXN) B00016031","2.0","30.0","NaN","1.0","NaN","0","1","0"
"921","910.0","90.0","32.0","B00016032","Pilot Brg W/O  (TXN) B00016032","2.0","30.0","NaN","1.0","NaN","0","1","0"
"922","910.0","90.0","33.0","B00016033","Pressure Pad Bkn  (TXN) B00016033","1.0","30.0","NaN","1.0","NaN","0","1","0"
"923","910.0","90.0","34.0","B00016034","Pressure plate weak  (TXN) B00016034","1.0","30.0","NaN","1.0","NaN","0","1","0"
"924","910.0","90.0","35.0","B00016035","Propeller Shaft Universal Joint brg W/O  (TXN) B00016035","1.0","0.0","incl bearing problems, nuts worn out, loose","1.0","NaN","0","1","0"
"925","910.0","90.0","36.0","B00016036","Rear axle noisy  (TXN) B00016036","2.0","30.0","NaN","1.0","NaN","0","1","0"
"926","910.0","90.0","37.0","B00016037","Reverse Gear Shaft Bkn (TXN) B00016037","2.0","30.0","NaN","1.0","NaN","0","1","0"
"927","910.0","90.0","38.0","B00016038","Shifter Fork bent W/O (TXN) B00016038","1.0","30.0","NaN","1.0","NaN","0","1","0"
"929","910.0","90.0","40.0","B00016040","Sound from gearbox when veh in motion  (TXN) B00016040","2.0","30.0","problems related to gearbox when on move","1.0","NaN","0","1","0"
"930","910.0","90.0","41.0","B00016041","Spider brg W/O  (TXN) B00016041","1.0","30.0","NaN","1.0","NaN","0","1","0"
"931","910.0","90.0","42.0","B00016042","Synchronizer ring W/O  (TXN) B00016042","1.0","0.0","NaN","1.0","NaN","0","1","0"
"932","910.0","90.0","43.0","B00016043","Transfer case noisy (TXN) B00016043","1.0","0.0","NaN","1.0","NaN","0","1","0"
"933","910.0","90.0","44.0","B00016044","Transfer gear box not Engaging (TXN) B00016044","2.0","30.0","NaN","1.0","NaN","0","1","0"
"934","910.0","90.0","45.0","B00016045","Transmission oil change due  (TXN) B00016045","1.0","30.0","NaN","1.0","NaN","0","2","0"
"935","910.0","90.0","46.0","B00016046","Transmission Oil Cooler leaking/bkn/loose (TXN) B00016046","0.0","30.0","NaN","1.0","NaN","0","1","0"
"936","910.0","91.0","1.0","B00017001","Through cut (WHEEL) B00017001","1.0","30.0","NaN","1.0","NaN","0","1","0"
"937","910.0","91.0","2.0","B00017002","Cover outer bursted (WHEEL) B00017002","1.0","30.0","NaN","1.0","NaN","0","1","0"
"938","910.0","91.0","3.0","B00017003","Tube bulge (WHEEL) B00017003","1.0","30.0","NaN","1.0","NaN","0","1","0"
"939","910.0","91.0","4.0","B00017004","Tube bursted (WHEEL) B00017004","1.0","30.0","NaN","1.0","NaN","0","1","0"
"940","910.0","92.0","1.0","B00018001","Oil leaking from wheel assy (Wheel Drum) B00018001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"941","910.0","92.0","2.0","B00018002","The wheel axle is not rotating freely (WHEEL DRUM) B00018002","0.0","30.0","Resulting in heavy wear in tyre","1.0","NaN","0","1","0"
"942","910.0","92.0","3.0","B00018003","Wheel drum assy bkn (WHEEL DRUM) B00018003","2.0","30.0","NaN","1.0","NaN","1","1","0"
"943","911.0","93.0","1.0","C00001001","Brake efficiency poor (BRAKE) C00001001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"944","911.0","93.0","2.0","C00001002","Digital Meter not work","0.0","30.0","NaN","1.0","NaN","0","1","0"
"945","911.0","94.0","1.0","C00002001","Clutch defective, N/W (CLUTCH) C00002001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"946","911.0","94.0","2.0","C00002002","Gear shifting hard (CLUTCH) C00002002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"947","911.0","94.0","3.0","C00002003","Excessive play in Clutch pedal (CLUTCH) C00002003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"948","911.0","96.0","1.0","C00004001","Alternator N/W (ELECT SYS) C00004001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"949","911.0","96.0","2.0","C00004002","All lights to be checked (ELECT SYS) C00004002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"950","911.0","96.0","3.0","C00004003","Horn N/W (ELECT SYS) C00004003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"951","911.0","96.0","4.0","C00004004","Wiper N/W (ELECT SYS) C00004004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"952","911.0","96.0","5.0","C00004005","Solenoid switch N/W (ELECT SYS) C00004005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"953","911.0","96.0","6.0","C00004006","Panel board gauges N/W (ELECT SYS) C00004006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"954","911.0","96.0","7.0","C00004007","Boom light N/W (ELECT SYS) C00004007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"955","911.0","96.0","8.0","C00004008","Hrs meter N/W","1.0","30.0","NaN","1.0","NaN","0","1","0"
"956","911.0","96.0","9.0","C00004009","Self Starter N/W (ELECT SYS) C00004009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"957","911.0","97.0","1.0","C00005001","Starting trouble (ENG) C00005001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"958","911.0","97.0","2.0","C00005002","Pulling power weak (ENG) C00005002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"959","911.0","97.0","3.0","C00005003","Eng overheating (ENG) C00005003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"960","911.0","97.0","4.0","C00005004","ENG KNOCKING  (ENG) C00005004","5.0","30.0","NaN","1.0","NaN","1","1","0"
"961","911.0","98.0","1.0","C00006001","Eng airlocked (FUEL) C00006001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"962","911.0","98.0","2.0","C00006002","Fuel system faulty (FUEL) C00006002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"963","911.0","98.0","3.0","C00006003","FIP N/W (FUEL) C00006003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"964","911.0","98.0","4.0","C00006004","Injector N/W (FUEL) C00006004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"965","911.0","98.0","5.0","C00006005","Fuel hose perished (FUEL) C00006005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"966","911.0","98.0","6.0","C00006006","Fuel gauge N/W (FUEL) C00006006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"967","911.0","98.0","7.0","C00006007","Air filter choked/blocked (FUEL) C00006007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"968","911.0","99.0","1.0","C00007001","Hydraulic pump N/W (HYD SYS) C00007001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"969","911.0","99.0","2.0","C00007002","Reversal unit N/W (HYD SYS) C00007002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"970","911.0","99.0","3.0","C00007003","Torque converter N/W (HYD SYS) C00007003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"971","911.0","99.0","4.0","C00007004","Suspension arms N/W (HYD SYS) C00007004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"972","911.0","100.0","1.0","C00008001","Oil pressure low (LUB) C00008001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"973","911.0","100.0","2.0","C00008002","Oil change due (LUB) C00008002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"974","911.0","100.0","3.0","C00008003","Hydraulic hose perished (LUB) C00008003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"975","911.0","101.0","1.0","C00009001","Spedometer cable Bkn","1.0","30.0","NaN","1.0","NaN","0","1","0"
"976","911.0","101.0","2.0","C00009002","TM Task-II due (MISC) C00009002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"977","911.0","101.0","3.0","C00009003","Intensive Preventive Maintance ","2.0","30.0","NaN","2.0","NaN","0","2","0"
"978","911.0","101.0","4.0","C00009004","Supervision (MISC) C00009004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"979","911.0","101.0","5.0","C00009005","HPL TEST","1.0","30.0","NaN","1.0","NaN","0","1","0"
"980","911.0","101.0","6.0","C00009006","Ancy work (MISC) C00009006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"981","911.0","101.0","7.0","C00009007","Misc Repair (MISC) C00009007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"982","911.0","102.0","1.0","C00010001","Transmission oil change due (TXN) C00010001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"983","911.0","102.0","2.0","C00010002","Gear box noisy (TXN) C00010002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"984","911.0","102.0","3.0","C00010003","Transmission noisy (TXN) C00010003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"985","911.0","102.0","4.0","C00010004","Wheel brg W/O (TXN) C00010004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"986","911.0","102.0","5.0","C00010005","Hub seal leaking (TXN) C00010005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"987","911.0","102.0","6.0","C00010006","Spider brg W/O (TXN) C00010006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"988","911.0","95.0","1.0","C00003001","Radiator leaking (COOLING SYS) C00003001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"989","911.0","95.0","2.0","C00003002","Radiator hose perished (COOLING SYS) C00003002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"990","911.0","95.0","3.0","C00003003","Water pump noisy/leaking (COOLING SYS) C00003003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"991","911.0","95.0","4.0","C00003004","Oil cooler leaking (COOLING SYS) C00003004","0.0","30.0","loose, bkn","1.0","NaN","0","1","0"
"992","911.0","95.0","5.0","C00003005","Fan belt perished (COOLING SYS) C00003005","0.0","30.0","NaN","1.0","NaN","0","1","0"
