"id","refjobno","tcode","fault","workdone","repairdate","timetakenh","timetakenm","nooftrademen","entryclk","critical","scheduled"
,"488",,"1533",,,,,,,"0",
,"488",,"1561",,,,,,,"1",
,"488",,"1618",,,,,,,"1",
,"488",,"1208",,,,,,,"0",
,"489",,"1581",,,,,,,"1",
,"490",,"102",,,,,,,"0",
,"490",,"690",,,,,,,"1",
,"490",,"1518",,,,,,,"1",
,"491",,"795",,,,,,,"1",
,"491",,"852",,,,,,,"1",
,"491",,"968",,,,,,,"0",
,"491",,"1593",,,,,,,"0",
,"492",,"516",,,,,,,"1",
,"492",,"1078",,,,,,,"1",
,"492",,"1580",,,,,,,"0",
,"492",,"139",,,,,,,"1",
,"492",,"461",,,,,,,"0",
,"493",,"684",,,,,,,"0",
,"493",,"991",,,,,,,"1",
,"494",,"54",,,,,,,"0",
,"494",,"1324",,,,,,,"1",
,"495",,"1658",,,,,,,"0",
,"495",,"153",,,,,,,"1",
,"496",,"328",,,,,,,"0",
,"496",,"130",,,,,,,"1",
,"496",,"751",,,,,,,"1",
,"496",,"112",,,,,,,"1",
,"496",,"1476",,,,,,,"1",
,"497",,"1155",,,,,,,"0",
,"497",,"1294",,,,,,,"1",
,"497",,"950",,,,,,,"0",
,"497",,"371",,,,,,,"1",
,"498",,"1438",,,,,,,"1",
,"499",,"646",,,,,,,"1",
,"499",,"1195",,,,,,,"0",
,"499",,"1676",,,,,,,"0",
,"500",,"1366",,,,,,,"1",
